GoodStudent,Age,SocioEcon,RiskAversion,VehicleYear,ThisCarDam,RuggedAuto,MakeModel,DrivQuality,Mileage,Antilock,DrivingSkill,SeniorTrain,ThisCarCost,Theft,CarValue,HomeBase,AntiTheft,PropCost,OtherCarCost,OtherCar,MedCost,Cushioning,Airbag,ILiCost,DrivHist,Accident
FALSE,Senior,Prole,Normal,Older,None,EggShell,Economy,Normal,TwentyThou,FALSE,Normal,TRUE,Thousand,FALSE,TenThou,City,TRUE,Thousand,Thousand,TRUE,Thousand,Poor,FALSE,Thousand,Zero,None
FALSE,Adult,UpperMiddle,Normal,Current,None,EggShell,SportsCar,Normal,TwentyThou,TRUE,Normal,FALSE,Thousand,FALSE,TwentyThou,Suburb,FALSE,Thousand,Thousand,FALSE,Thousand,Fair,TRUE,Thousand,Zero,None
FALSE,Adult,UpperMiddle,Normal,Current,None,Football,Luxury,Normal,FiftyThou,TRUE,Normal,FALSE,Thousand,FALSE,FiftyThou,Secure,TRUE,Thousand,Thousand,TRUE,Thousand,Good,TRUE,Thousand,Zero,None
FALSE,Adolescent,Prole,Adventurous,Older,Mild,EggShell,Economy,Poor,TwentyThou,FALSE,SubStandard,FALSE,Thousand,FALSE,TenThou,City,FALSE,TenThou,Thousand,FALSE,Thousand,Poor,FALSE,Thousand,Many,Mild
FALSE,Adult,Middle,Adventurous,Current,None,Football,FamilySedan,Excellent,FiftyThou,TRUE,Expert,FALSE,Thousand,FALSE,TwentyThou,City,FALSE,Thousand,Thousand,TRUE,Thousand,Fair,TRUE,Thousand,Many,None
FALSE,Adult,Middle,Normal,Current,None,Football,FamilySedan,Normal,FiftyThou,TRUE,Normal,FALSE,Thousand,FALSE,TenThou,Rural,FALSE,TenThou,Thousand,TRUE,Thousand,Good,TRUE,Thousand,Zero,None
FALSE,Adult,Middle,Normal,Current,None,Football,FamilySedan,Normal,TwentyThou,TRUE,Normal,FALSE,Thousand,FALSE,TwentyThou,Suburb,TRUE,Thousand,Thousand,TRUE,Thousand,Good,TRUE,Thousand,Zero,None
FALSE,Adolescent,Prole,Psychopath,Older,Mild,Football,Economy,Poor,FiveThou,FALSE,Normal,FALSE,TenThou,FALSE,TenThou,City,FALSE,TenThou,Thousand,FALSE,Thousand,Fair,FALSE,Thousand,One,Mild
FALSE,Adult,Prole,Adventurous,Older,Moderate,EggShell,Economy,Poor,TwentyThou,FALSE,SubStandard,FALSE,TenThou,FALSE,FiveThou,Rural,FALSE,HundredThou,HundredThou,FALSE,TenThou,Fair,FALSE,Thousand,Many,Moderate
FALSE,Adult,Middle,Cautious,Current,None,Football,FamilySedan,Excellent,TwentyThou,TRUE,Expert,FALSE,Thousand,FALSE,TwentyThou,Secure,TRUE,Thousand,Thousand,FALSE,Thousand,Good,TRUE,Thousand,Zero,None
FALSE,Adult,UpperMiddle,Adventurous,Current,None,EggShell,FamilySedan,Excellent,Domino,FALSE,Normal,FALSE,Thousand,FALSE,TwentyThou,Secure,FALSE,Thousand,Thousand,TRUE,Thousand,Good,TRUE,Thousand,Zero,None
FALSE,Adult,UpperMiddle,Adventurous,Current,None,Tank,FamilySedan,Poor,FiveThou,TRUE,SubStandard,FALSE,Thousand,FALSE,TwentyThou,Suburb,FALSE,TenThou,Thousand,TRUE,Thousand,Excellent,TRUE,Thousand,Many,None
FALSE,Adult,UpperMiddle,Normal,Current,None,Football,Economy,Normal,Domino,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,Secure,FALSE,Thousand,Thousand,TRUE,Thousand,Good,TRUE,Thousand,Zero,None
FALSE,Adult,UpperMiddle,Normal,Current,None,Football,Luxury,Normal,FiftyThou,TRUE,Normal,FALSE,Thousand,FALSE,FiftyThou,Rural,TRUE,Thousand,Thousand,TRUE,Thousand,Good,TRUE,Thousand,Zero,None
FALSE,Adolescent,Prole,Normal,Older,Moderate,EggShell,Economy,Poor,TwentyThou,FALSE,SubStandard,FALSE,TenThou,FALSE,FiveThou,City,FALSE,HundredThou,TenThou,TRUE,Thousand,Poor,FALSE,Thousand,Many,Moderate
FALSE,Adolescent,UpperMiddle,Normal,Older,None,Football,Luxury,Normal,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiftyThou,Suburb,TRUE,Thousand,Thousand,TRUE,Thousand,Fair,TRUE,Thousand,Zero,None
FALSE,Adult,UpperMiddle,Normal,Current,None,EggShell,SportsCar,Normal,TwentyThou,TRUE,Normal,FALSE,Thousand,FALSE,TwentyThou,Suburb,TRUE,Thousand,Thousand,TRUE,Thousand,Poor,TRUE,Thousand,Zero,None
FALSE,Adult,UpperMiddle,Normal,Current,None,EggShell,SportsCar,Normal,FiftyThou,TRUE,Normal,FALSE,Thousand,FALSE,TwentyThou,Suburb,TRUE,TenThou,Thousand,TRUE,Thousand,Fair,TRUE,Thousand,Zero,None
FALSE,Senior,Middle,Cautious,Older,None,Football,FamilySedan,Normal,TwentyThou,FALSE,Normal,TRUE,Thousand,FALSE,FiveThou,Secure,TRUE,Thousand,Thousand,TRUE,Thousand,Fair,FALSE,Thousand,Zero,None
TRUE,Adolescent,UpperMiddle,Adventurous,Current,Mild,EggShell,SportsCar,Poor,FiftyThou,TRUE,SubStandard,FALSE,Thousand,FALSE,FiftyThou,Secure,TRUE,Thousand,Thousand,TRUE,Thousand,Good,TRUE,Thousand,Many,Mild
FALSE,Adult,UpperMiddle,Adventurous,Current,None,Football,Economy,Normal,FiveThou,FALSE,Normal,FALSE,Thousand,FALSE,TenThou,Rural,FALSE,Thousand,Thousand,TRUE,Thousand,Excellent,TRUE,Thousand,One,None
FALSE,Adult,Prole,Adventurous,Older,None,EggShell,Economy,Poor,TwentyThou,FALSE,SubStandard,FALSE,Thousand,FALSE,FiveThou,City,FALSE,Thousand,Thousand,TRUE,Thousand,Fair,FALSE,Thousand,Many,None
FALSE,Adult,Middle,Adventurous,Older,None,Tank,FamilySedan,Normal,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,TenThou,Rural,FALSE,TenThou,Thousand,TRUE,Thousand,Good,FALSE,Thousand,Zero,None
FALSE,Adult,UpperMiddle,Normal,Current,None,Football,Luxury,Normal,FiftyThou,TRUE,Normal,FALSE,Thousand,FALSE,FiftyThou,Suburb,TRUE,TenThou,Thousand,TRUE,Thousand,Fair,TRUE,Thousand,Zero,None
FALSE,Senior,Middle,Cautious,Older,None,Football,FamilySedan,Normal,FiveThou,FALSE,Normal,TRUE,Thousand,FALSE,TwentyThou,Secure,TRUE,TenThou,Thousand,TRUE,Thousand,Excellent,TRUE,Thousand,Zero,None
FALSE,Adolescent,Prole,Adventurous,Older,None,EggShell,Economy,Excellent,TwentyThou,FALSE,Expert,FALSE,Thousand,FALSE,FiveThou,City,FALSE,Thousand,Thousand,TRUE,Thousand,Fair,FALSE,Thousand,Zero,None
FALSE,Adult,Wealthy,Normal,Current,None,EggShell,SportsCar,Normal,TwentyThou,TRUE,Normal,FALSE,Thousand,FALSE,TwentyThou,Secure,TRUE,Thousand,Thousand,FALSE,Thousand,Poor,TRUE,Thousand,Zero,None
FALSE,Adult,Middle,Normal,Older,Moderate,EggShell,Economy,Poor,Domino,FALSE,SubStandard,FALSE,TenThou,FALSE,FiveThou,Suburb,TRUE,TenThou,Thousand,TRUE,Thousand,Fair,FALSE,Thousand,Many,Moderate
FALSE,Adult,Middle,Normal,Older,None,EggShell,SportsCar,Normal,FiftyThou,FALSE,Normal,FALSE,Thousand,FALSE,TenThou,Secure,FALSE,TenThou,Thousand,TRUE,Thousand,Poor,FALSE,Thousand,Zero,None
FALSE,Adolescent,Middle,Cautious,Older,None,Tank,FamilySedan,Poor,Domino,FALSE,SubStandard,FALSE,Thousand,FALSE,FiveThou,Secure,TRUE,TenThou,Thousand,TRUE,Thousand,Excellent,TRUE,Thousand,Many,None
FALSE,Senior,Middle,Normal,Current,None,Football,FamilySedan,Excellent,TwentyThou,FALSE,Expert,FALSE,Thousand,FALSE,TwentyThou,Suburb,FALSE,Thousand,Thousand,TRUE,Thousand,Excellent,TRUE,Thousand,Zero,None
FALSE,Adult,UpperMiddle,Adventurous,Older,None,Football,Luxury,Normal,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiftyThou,Rural,FALSE,TenThou,Thousand,TRUE,Thousand,Excellent,TRUE,Thousand,Zero,None
FALSE,Adult,Middle,Cautious,Older,None,Football,FamilySedan,Excellent,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,Secure,TRUE,Thousand,Thousand,TRUE,Thousand,Poor,FALSE,Thousand,Zero,None
FALSE,Adolescent,Prole,Adventurous,Current,None,Football,FamilySedan,Normal,FiftyThou,FALSE,Normal,FALSE,Thousand,FALSE,TwentyThou,City,FALSE,Thousand,Thousand,TRUE,Thousand,Good,TRUE,Thousand,Zero,None
FALSE,Adult,UpperMiddle,Cautious,Older,None,EggShell,SportsCar,Excellent,TwentyThou,FALSE,Expert,FALSE,Thousand,FALSE,TwentyThou,Secure,TRUE,Thousand,Thousand,TRUE,Thousand,Poor,FALSE,Thousand,Zero,None
FALSE,Adolescent,Prole,Normal,Current,None,EggShell,FamilySedan,Normal,FiftyThou,FALSE,Normal,FALSE,Thousand,FALSE,TwentyThou,City,FALSE,Thousand,Thousand,TRUE,Thousand,Good,TRUE,Thousand,Zero,None
FALSE,Adult,Middle,Cautious,Older,Severe,Football,FamilySedan,Poor,FiftyThou,FALSE,SubStandard,FALSE,TenThou,FALSE,FiveThou,Secure,TRUE,Million,HundredThou,TRUE,Thousand,Fair,FALSE,Thousand,Zero,Severe
FALSE,Senior,Middle,Normal,Current,None,EggShell,Economy,Normal,FiftyThou,FALSE,Normal,TRUE,Thousand,FALSE,TenThou,Suburb,TRUE,Thousand,Thousand,TRUE,Thousand,Poor,TRUE,Thousand,Zero,None
FALSE,Senior,Prole,Normal,Older,None,EggShell,Economy,Excellent,TwentyThou,FALSE,Expert,FALSE,Thousand,FALSE,FiveThou,Rural,FALSE,TenThou,Thousand,TRUE,Thousand,Poor,FALSE,Thousand,Zero,None
FALSE,Senior,UpperMiddle,Normal,Older,None,EggShell,SportsCar,Normal,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,TenThou,Suburb,FALSE,Thousand,Thousand,TRUE,Thousand,Poor,FALSE,Thousand,Zero,None
FALSE,Adult,Prole,Adventurous,Older,Mild,EggShell,Economy,Poor,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,TenThou,City,FALSE,TenThou,Thousand,TRUE,Thousand,Fair,FALSE,Thousand,Many,Mild
FALSE,Adult,Middle,Normal,Current,None,Football,FamilySedan,Normal,FiftyThou,TRUE,Normal,FALSE,Thousand,FALSE,TwentyThou,Suburb,FALSE,Thousand,Thousand,TRUE,Thousand,Good,TRUE,Thousand,Zero,None
FALSE,Adolescent,Middle,Cautious,Older,None,Tank,FamilySedan,Normal,FiftyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,Secure,TRUE,TenThou,Thousand,TRUE,Thousand,Good,FALSE,Thousand,Zero,None
FALSE,Adult,Prole,Normal,Older,None,EggShell,Economy,Normal,FiftyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,City,FALSE,TenThou,Thousand,TRUE,Thousand,Poor,FALSE,Thousand,Zero,None
FALSE,Senior,Middle,Cautious,Older,None,Tank,FamilySedan,Excellent,FiftyThou,FALSE,Expert,TRUE,Thousand,FALSE,TenThou,Secure,TRUE,TenThou,Thousand,TRUE,Thousand,Excellent,FALSE,Thousand,Zero,None
FALSE,Adult,Middle,Adventurous,Older,None,Football,FamilySedan,Normal,FiftyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,City,FALSE,TenThou,Thousand,FALSE,Thousand,Fair,FALSE,Thousand,Many,None
FALSE,Adult,Middle,Normal,Older,Severe,EggShell,Economy,Poor,FiftyThou,FALSE,SubStandard,FALSE,TenThou,FALSE,FiveThou,Secure,FALSE,HundredThou,HundredThou,FALSE,TenThou,Poor,FALSE,Thousand,Many,Severe
FALSE,Adult,Middle,Cautious,Older,None,Football,FamilySedan,Normal,FiftyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,Secure,TRUE,TenThou,Thousand,TRUE,Thousand,Fair,FALSE,Thousand,Zero,None
FALSE,Senior,Middle,Psychopath,Older,None,Football,FamilySedan,Excellent,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,Rural,FALSE,Thousand,Thousand,TRUE,Thousand,Good,TRUE,Thousand,Many,None
FALSE,Senior,UpperMiddle,Cautious,Current,None,EggShell,Luxury,Normal,FiftyThou,TRUE,Normal,TRUE,Thousand,FALSE,FiftyThou,Secure,TRUE,TenThou,Thousand,TRUE,Thousand,Good,TRUE,Thousand,Zero,None
FALSE,Adult,UpperMiddle,Cautious,Current,None,Tank,Luxury,Normal,TwentyThou,TRUE,Normal,FALSE,Thousand,FALSE,FiftyThou,Secure,TRUE,Thousand,Thousand,TRUE,Thousand,Excellent,TRUE,Thousand,Zero,None
FALSE,Adult,Prole,Cautious,Older,None,EggShell,Economy,Poor,TwentyThou,FALSE,SubStandard,FALSE,Thousand,FALSE,TenThou,Suburb,TRUE,Thousand,Thousand,FALSE,Thousand,Poor,FALSE,Thousand,Many,None
FALSE,Adult,Prole,Normal,Older,None,EggShell,Economy,Normal,FiftyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,City,FALSE,Thousand,Thousand,TRUE,Thousand,Fair,FALSE,Thousand,Zero,None
FALSE,Adult,Prole,Normal,Older,None,EggShell,Economy,Normal,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,City,FALSE,Thousand,Thousand,FALSE,Thousand,Poor,FALSE,Thousand,Zero,None
FALSE,Adult,Middle,Cautious,Current,None,Tank,FamilySedan,Excellent,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,TwentyThou,Rural,TRUE,Thousand,Thousand,TRUE,Thousand,Excellent,TRUE,Thousand,Zero,None
FALSE,Adult,Middle,Normal,Older,None,EggShell,SportsCar,Normal,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,TenThou,Secure,FALSE,Thousand,Thousand,TRUE,Thousand,Poor,FALSE,Thousand,Zero,None
FALSE,Senior,UpperMiddle,Cautious,Current,None,Football,Luxury,Excellent,FiveThou,TRUE,Normal,TRUE,Thousand,FALSE,FiftyThou,Secure,TRUE,Thousand,Thousand,TRUE,Thousand,Good,TRUE,Thousand,Zero,None
FALSE,Adult,Middle,Normal,Older,None,Football,FamilySedan,Normal,FiftyThou,FALSE,Normal,FALSE,Thousand,FALSE,TenThou,Suburb,TRUE,TenThou,Thousand,TRUE,Thousand,Good,TRUE,Thousand,Zero,None
FALSE,Adult,Prole,Normal,Older,Mild,EggShell,Economy,Poor,FiftyThou,FALSE,SubStandard,FALSE,Thousand,FALSE,FiveThou,City,FALSE,Thousand,Thousand,TRUE,Thousand,Poor,TRUE,Thousand,Many,Mild
FALSE,Senior,Prole,Normal,Older,Severe,EggShell,Economy,Poor,Domino,FALSE,SubStandard,FALSE,TenThou,FALSE,FiveThou,City,TRUE,HundredThou,TenThou,TRUE,HundredThou,Poor,FALSE,Thousand,Many,Severe
FALSE,Adolescent,UpperMiddle,Normal,Current,None,EggShell,FamilySedan,Normal,Domino,FALSE,Normal,FALSE,Thousand,FALSE,TwentyThou,Secure,FALSE,Thousand,Thousand,TRUE,Thousand,Poor,TRUE,Thousand,Zero,None
FALSE,Adult,Prole,Adventurous,Older,None,Tank,FamilySedan,Poor,FiftyThou,FALSE,SubStandard,FALSE,Thousand,FALSE,FiveThou,City,FALSE,Thousand,Thousand,TRUE,Thousand,Good,FALSE,Thousand,Many,Mild
FALSE,Senior,UpperMiddle,Normal,Current,None,Football,Luxury,Normal,FiveThou,TRUE,Normal,FALSE,Thousand,FALSE,FiftyThou,Secure,TRUE,Thousand,Thousand,TRUE,Thousand,Good,TRUE,Thousand,Zero,None
FALSE,Adolescent,Middle,Adventurous,Older,None,Football,FamilySedan,Normal,FiftyThou,FALSE,Normal,FALSE,Thousand,FALSE,TwentyThou,Rural,FALSE,Thousand,Thousand,TRUE,Thousand,Good,FALSE,Thousand,Zero,None
FALSE,Adolescent,Prole,Normal,Current,None,Football,Economy,Normal,FiveThou,FALSE,Normal,FALSE,Thousand,FALSE,TenThou,Suburb,FALSE,TenThou,Thousand,TRUE,Thousand,Excellent,TRUE,Thousand,Zero,None
FALSE,Senior,Prole,Cautious,Older,None,EggShell,SportsCar,Normal,FiveThou,TRUE,Normal,TRUE,Thousand,FALSE,TenThou,City,TRUE,Thousand,Thousand,FALSE,Thousand,Fair,FALSE,Thousand,Zero,None
FALSE,Adult,Prole,Adventurous,Current,Mild,Football,Economy,Normal,FiftyThou,FALSE,Normal,FALSE,Thousand,FALSE,TenThou,City,FALSE,TenThou,Thousand,TRUE,Thousand,Excellent,TRUE,Thousand,Many,Mild
FALSE,Adolescent,Middle,Normal,Older,Moderate,EggShell,Economy,Poor,Domino,FALSE,SubStandard,FALSE,TenThou,FALSE,FiveThou,Secure,FALSE,TenThou,TenThou,TRUE,TenThou,Poor,FALSE,Thousand,One,Moderate
FALSE,Senior,UpperMiddle,Adventurous,Older,None,Tank,FamilySedan,Normal,FiftyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,Secure,TRUE,Thousand,Thousand,FALSE,Thousand,Good,FALSE,Thousand,Many,None
FALSE,Adult,Middle,Normal,Older,Moderate,Football,FamilySedan,Poor,FiftyThou,FALSE,SubStandard,FALSE,HundredThou,FALSE,TwentyThou,Suburb,FALSE,HundredThou,HundredThou,TRUE,Thousand,Fair,FALSE,Thousand,Many,Moderate
FALSE,Adult,UpperMiddle,Normal,Current,None,Football,Luxury,Excellent,TwentyThou,TRUE,Expert,FALSE,Thousand,FALSE,FiftyThou,Secure,TRUE,TenThou,Thousand,TRUE,Thousand,Good,TRUE,Thousand,Zero,None
FALSE,Adult,Middle,Normal,Older,None,EggShell,Economy,Normal,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,Suburb,TRUE,TenThou,Thousand,TRUE,Thousand,Poor,FALSE,Thousand,Zero,None
FALSE,Adult,UpperMiddle,Adventurous,Current,Mild,Tank,Luxury,Poor,TwentyThou,TRUE,SubStandard,FALSE,Thousand,FALSE,FiftyThou,Suburb,FALSE,HundredThou,HundredThou,TRUE,Thousand,Excellent,TRUE,Thousand,Many,Moderate
FALSE,Adolescent,Prole,Adventurous,Older,None,EggShell,Economy,Excellent,FiftyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,Suburb,FALSE,TenThou,Thousand,FALSE,Thousand,Poor,FALSE,Thousand,Zero,None
FALSE,Adult,Prole,Adventurous,Current,None,Football,Economy,Excellent,Domino,FALSE,Normal,FALSE,Thousand,FALSE,TwentyThou,Rural,FALSE,Thousand,Thousand,FALSE,Thousand,Good,TRUE,Thousand,One,None
FALSE,Adult,UpperMiddle,Normal,Current,None,Tank,Luxury,Normal,TwentyThou,TRUE,Normal,FALSE,Thousand,FALSE,FiftyThou,Secure,TRUE,Thousand,Thousand,TRUE,Thousand,Excellent,TRUE,Thousand,Zero,None
FALSE,Adult,Prole,Adventurous,Older,None,EggShell,SportsCar,Normal,Domino,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,City,FALSE,Thousand,Thousand,TRUE,Thousand,Poor,FALSE,Thousand,One,None
FALSE,Adolescent,Middle,Normal,Current,Severe,EggShell,Economy,Poor,TwentyThou,FALSE,SubStandard,FALSE,TenThou,FALSE,TenThou,Secure,FALSE,HundredThou,HundredThou,TRUE,Thousand,Poor,TRUE,Thousand,One,Severe
FALSE,Adolescent,Middle,Adventurous,Older,None,Football,Economy,Excellent,Domino,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,Suburb,FALSE,Thousand,Thousand,TRUE,Thousand,Fair,FALSE,Thousand,Many,None
FALSE,Adult,Middle,Normal,Older,Severe,EggShell,SportsCar,Poor,FiftyThou,FALSE,SubStandard,FALSE,TenThou,FALSE,FiveThou,Suburb,TRUE,TenThou,Thousand,TRUE,TenThou,Fair,FALSE,Thousand,Many,Severe
FALSE,Adolescent,Prole,Normal,Older,Severe,EggShell,Economy,Poor,TwentyThou,FALSE,SubStandard,FALSE,TenThou,FALSE,TenThou,Suburb,FALSE,HundredThou,TenThou,TRUE,HundredThou,Poor,FALSE,TenThou,One,Severe
FALSE,Adult,Middle,Adventurous,Older,None,Football,FamilySedan,Excellent,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,TenThou,Suburb,FALSE,Thousand,Thousand,TRUE,Thousand,Fair,FALSE,Thousand,Zero,None
FALSE,Adult,Middle,Normal,Older,None,EggShell,SportsCar,Poor,FiftyThou,FALSE,SubStandard,FALSE,Thousand,FALSE,TenThou,Suburb,FALSE,TenThou,Thousand,TRUE,Thousand,Poor,FALSE,Thousand,Many,None
TRUE,Adolescent,UpperMiddle,Adventurous,Current,None,Football,FamilySedan,Normal,FiftyThou,TRUE,Normal,FALSE,Thousand,FALSE,TwentyThou,City,TRUE,TenThou,Thousand,TRUE,Thousand,Good,TRUE,Thousand,Many,None
FALSE,Adult,Middle,Adventurous,Older,None,Tank,FamilySedan,Poor,FiveThou,FALSE,Normal,FALSE,Thousand,FALSE,TwentyThou,Suburb,FALSE,Thousand,Thousand,FALSE,Thousand,Good,FALSE,Thousand,Many,Mild
FALSE,Senior,Prole,Normal,Current,None,Football,Economy,Normal,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,TenThou,City,FALSE,Thousand,Thousand,TRUE,Thousand,Good,TRUE,Thousand,Zero,None
FALSE,Adult,Prole,Normal,Older,Mild,Tank,FamilySedan,Poor,TwentyThou,FALSE,SubStandard,FALSE,Thousand,FALSE,FiveThou,City,TRUE,TenThou,TenThou,TRUE,Thousand,Good,FALSE,Thousand,Many,Moderate
FALSE,Adult,UpperMiddle,Cautious,Current,None,EggShell,SportsCar,Poor,FiftyThou,TRUE,SubStandard,FALSE,Thousand,FALSE,FiftyThou,Secure,TRUE,Thousand,Thousand,TRUE,Thousand,Poor,TRUE,Thousand,Zero,None
FALSE,Adult,Middle,Adventurous,Older,None,Tank,FamilySedan,Excellent,FiveThou,FALSE,Expert,FALSE,Thousand,FALSE,TwentyThou,Suburb,FALSE,Thousand,Thousand,TRUE,Thousand,Excellent,TRUE,Thousand,Zero,None
FALSE,Adult,Middle,Normal,Older,None,EggShell,Economy,Normal,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,TenThou,Suburb,TRUE,Thousand,Thousand,TRUE,Thousand,Fair,FALSE,Thousand,Zero,None
FALSE,Adult,Prole,Normal,Older,None,EggShell,Economy,Normal,Domino,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,City,FALSE,Thousand,Thousand,FALSE,Thousand,Poor,FALSE,Thousand,Zero,None
FALSE,Adult,UpperMiddle,Normal,Older,Moderate,EggShell,SportsCar,Poor,FiveThou,FALSE,SubStandard,FALSE,HundredThou,FALSE,TwentyThou,Suburb,TRUE,Million,Thousand,TRUE,HundredThou,Poor,FALSE,Thousand,Many,Moderate
TRUE,Adolescent,UpperMiddle,Normal,Older,None,Football,Luxury,Poor,FiftyThou,FALSE,SubStandard,FALSE,Thousand,FALSE,FiftyThou,Suburb,TRUE,Thousand,Thousand,FALSE,Thousand,Good,TRUE,Thousand,Many,None
FALSE,Adolescent,Middle,Normal,Current,Severe,EggShell,Economy,Poor,Domino,FALSE,SubStandard,FALSE,TenThou,FALSE,TenThou,Rural,TRUE,TenThou,Thousand,TRUE,Thousand,Fair,TRUE,Thousand,Many,Moderate
FALSE,Adult,Prole,Normal,Older,None,EggShell,Economy,Normal,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,City,FALSE,Thousand,Thousand,TRUE,Thousand,Fair,FALSE,Thousand,Many,None
FALSE,Adult,Middle,Normal,Older,None,EggShell,Economy,Normal,FiftyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,Secure,FALSE,Thousand,Thousand,TRUE,Thousand,Poor,FALSE,Thousand,Zero,None
FALSE,Senior,UpperMiddle,Cautious,Current,None,Football,Luxury,Normal,TwentyThou,TRUE,Normal,TRUE,Thousand,FALSE,FiftyThou,Secure,TRUE,Thousand,Thousand,TRUE,Thousand,Good,TRUE,Thousand,Zero,None
FALSE,Adult,Middle,Normal,Older,Severe,EggShell,SportsCar,Poor,TwentyThou,FALSE,SubStandard,FALSE,HundredThou,FALSE,FiftyThou,Suburb,FALSE,HundredThou,HundredThou,TRUE,TenThou,Poor,FALSE,Thousand,One,Severe
FALSE,Adult,Middle,Adventurous,Older,Moderate,Football,FamilySedan,Poor,FiftyThou,FALSE,Normal,FALSE,TenThou,FALSE,TenThou,Suburb,FALSE,TenThou,Thousand,FALSE,TenThou,Fair,FALSE,Thousand,Zero,Moderate
FALSE,Adult,Prole,Normal,Older,None,EggShell,Economy,Normal,FiftyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,City,FALSE,TenThou,Thousand,FALSE,Thousand,Fair,FALSE,Thousand,Zero,None
FALSE,Adult,Middle,Adventurous,Current,None,Football,FamilySedan,Normal,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,TwentyThou,Suburb,FALSE,Thousand,Thousand,TRUE,Thousand,Excellent,TRUE,Thousand,Zero,None
FALSE,Adult,Middle,Cautious,Current,None,Tank,FamilySedan,Poor,FiveThou,FALSE,SubStandard,FALSE,Thousand,FALSE,TwentyThou,Secure,TRUE,TenThou,Thousand,FALSE,Thousand,Excellent,TRUE,Thousand,One,None
FALSE,Adolescent,Prole,Adventurous,Older,None,EggShell,Economy,Poor,FiftyThou,FALSE,SubStandard,FALSE,Thousand,FALSE,FiveThou,City,FALSE,Thousand,Thousand,TRUE,Thousand,Fair,FALSE,Thousand,Many,None
FALSE,Adult,Middle,Normal,Older,None,Football,FamilySedan,Normal,FiftyThou,FALSE,Normal,FALSE,Thousand,FALSE,TenThou,Suburb,FALSE,Thousand,Thousand,FALSE,Thousand,Excellent,TRUE,Thousand,Zero,None
FALSE,Adolescent,Middle,Cautious,Older,None,Tank,FamilySedan,Normal,FiftyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,Secure,TRUE,TenThou,Thousand,TRUE,Thousand,Good,FALSE,Thousand,Zero,None
FALSE,Adolescent,Middle,Adventurous,Older,None,Football,FamilySedan,Poor,FiveThou,FALSE,SubStandard,FALSE,Thousand,FALSE,FiveThou,City,FALSE,Thousand,Thousand,TRUE,Thousand,Good,FALSE,Thousand,Many,None
FALSE,Adolescent,Middle,Adventurous,Older,Mild,Football,FamilySedan,Poor,FiftyThou,FALSE,SubStandard,FALSE,Thousand,FALSE,TwentyThou,Suburb,FALSE,Thousand,Thousand,FALSE,Thousand,Good,FALSE,Thousand,Many,Mild
FALSE,Adult,UpperMiddle,Adventurous,Current,None,Football,Luxury,Excellent,FiftyThou,TRUE,Expert,FALSE,Thousand,FALSE,FiftyThou,City,FALSE,Thousand,Thousand,TRUE,Thousand,Excellent,TRUE,Thousand,Zero,None
FALSE,Adult,UpperMiddle,Normal,Current,Severe,Football,FamilySedan,Poor,FiftyThou,FALSE,SubStandard,FALSE,HundredThou,FALSE,TwentyThou,Suburb,TRUE,HundredThou,TenThou,TRUE,Thousand,Excellent,TRUE,Thousand,One,Severe
FALSE,Adult,Middle,Adventurous,Current,None,Tank,FamilySedan,Excellent,Domino,TRUE,Normal,FALSE,Thousand,FALSE,TwentyThou,Suburb,FALSE,Thousand,Thousand,TRUE,Thousand,Excellent,TRUE,Thousand,Zero,None
